Location or Partner,Borough,On Street,From Street,To Street,Type,Open Date,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End,Day of Week,Status,Cool Streets
Von Design Ltd.,Manhattan,Bleecker Street,Mott Street,Bowery,Temporary Full Closure,2020-07-17T00:00:00.000,N/A,N/A,N/A,N/A,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,11:00AM,11:00PM,11:00AM,11:00PM,"W,R,F,S,U",Active,
il Buco,Manhattan,Bond Street,Lafayette Street,Bowery,Temporary Full Closure,2020-07-31T00:00:00.000,4:30PM,11:00PM,4:30PM,11:00PM,4:30PM,11:00PM,4:30PM,11:00PM,4:30PM,11:00PM,10:00AM,11:00PM,11:30AM,11:00PM,"M,T,W,R,F,S,U",Active,
River Park,Bronx,Boston Road,East 180th Street,Bronx Park South,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Sheepshead Bay,Brooklyn,Bragg Street,Avenue V,Avenue Y,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Flatiron 23rd Street Partnership,Manhattan,Broadway,West 25th Street,West 28th Street,Temporary Limited Local Access,2020-05-07T00:00:00.000,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,ALL,Active,
Times Square Alliance,Manhattan,Broadway,West 47th Street,West 53rd Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Times Square Alliance,Manhattan,Broadway,West 42nd Street,West 41st Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Flatiron 23rd Street Partnership,Manhattan,Broadway,West 25th Street,West 28th Street,Temporary Full Closure,2020-07-03T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
New Dorp Business Improvement District,Staten Island,New Dorp Lane,New Dorp Plaza,Hylan Boulevard,Temporary Full Closure,2020-07-03T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",inactive,
Casa Nomad Restaurant and Akin Hospitality Group,Manhattan,Broadway,West 29th Street,West 31st Street,Temporary Full Closure,2020-08-14T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM,ALL,Active,
Flatiron 23rd Street Partnership,Manhattan,Broadway,East 21st Street,East 22nd Street,Temporary Full Closure,2020-08-14T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,11:00AM,11:00PM,ALL,Active,Y
Flatiron 23rd Street Partnership,Manhattan,Broadway,West 28th Street,West 29th Street,Temporary Full Closure,2020-08-14T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
Financial District,Manhattan,Broadway,Barclay Street,Morris Street,Protected Bike Lane,2020-05-14T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Central Queens,Queens,Broadway,34th Avenue,Queensboro Plaza,Protected Bike Lane,2020-06-25T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Flatiron 23rd Street Partnership,Manhattan,Broadway,East 21st Street,East 23rd Street,Temporary Limited Local Access,2020-05-07T00:00:00.000,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,ALL,Active,
Garment District Alliance,Manhattan,Broadway,West 36th Street,West 41st Street,Temporary Limited Local Access,2020-05-07T00:00:00.000,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,ALL,inactive,
River Park,Bronx,Bronx Park South,Boston Road,Bryant Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Lower East Side Partnership,Manhattan,Broome Street,Allen Street,Ludlow Street,Temporary Limited Local Access,2020-07-24T00:00:00.000,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,ALL,Active,
Lower East Side Partnership,Manhattan,Broome Street,Ludlow Street,Allen Street,Temporary Full Closure,2020-07-03T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
Enlightenment Wines Farm and Meadery LLC.,Brooklyn,Randolph Street,Gardner Avenue,Scott Avenue,Temporary Full Closure,2020-10-28T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,"R,F,S,U",Active,
Enlightenment Wines Farm and Meadery LLC.,Brooklyn,Scott Avenue,Randolph Street,Dead End,Temporary Full Closure,2020-10-28T00:00:00.000,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM,ALL,inactive,
Korean War Veterans Plaza,Brooklyn,Cadman Plaza East,Johnson Street,Tillary Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Stapleton,Staten Island,Canal Street,Bay Street,Front Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Cervo's,Manhattan,Canal Street,Orchard Street,Essex Street,Temporary Full Closure,2020-07-17T00:00:00.000,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM,ALL,Active,Y
Meatpacking Business Improvement District,Manhattan,West 13th Street,Hudson Street,Washington Street,Temporary Full Closure,2020-07-03T00:00:00.000,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,3:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,inactive,
34th Street Partnership,Manhattan,West 32nd Street,6th Avenue,Broadway,Temporary Full Closure,2020-08-14T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,10:00PM,12:00PM,10:00PM,12:00PM,10:00PM,"F,S,U",inactive,
Times Square Alliance,Manhattan,West 47th Street,Broadway,8th Avenue,Temporary Full Closure,2020-09-11T00:00:00.000,2:00PM,11:00PM,2:00PM,11:00PM,2:00PM,11:00PM,2:00PM,11:00PM,2:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,inactive,
Carroll Park,Brooklyn,Carroll Street,Court Street,Smith Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Salsa Con Fuego,Bronx,Cedar Avenue,West Fordham Road,Landing Road,Temporary Full Closure,2020-07-17T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
Village Alliance,Manhattan,West 8th Street,5th Avenue,6th Avenue,Temporary Full Closure,2020-07-17T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,N/A,N/A,"F,S",Inactive,
Lower Manhattann/SoHo,Manhattan,Centre Street,Brooklyn Bridge,Spring Street,Protected Bike Lane,2020-06-25T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Kensington,Brooklyn,Chester Avenue,Fort Hamilton Parkway,Church Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Kettle of Fish,Manhattan,Christopher Street,Waverly Place,7 Avenue South,Temporary Full Closure,2020-07-17T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
Claremont Park,Bronx,Clay Avenue,East 173rd Street,Claremont Parkway,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Third Avenue Business Improvement District,Bronx,Willis Avenue,East 147th Street,East 148th Street,Temporary Full Closure,2020-10-02T00:00:00.000,10:30AM,8:00PM,10:30AM,8:00PM,10:30AM,8:00PM,10:30AM,8:00PM,10:30AM,8:00PM,10:30AM,8:00PM,10:30AM,8:00PM,ALL,Active,
Willowtown Association,Brooklyn,Columbia Place,Joralemon Street,State Street,Temporary Limited Local Access,2020-05-24T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Cobble Hill Association,Brooklyn,Congress Street,Clinton Street,Henry Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Palma,Manhattan,Cornelia Street,Bleecker Street,West 4th Street,Temporary Full Closure,2020-07-31T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,12:00AM,12:00PM,12:00AM,12:00PM,12:00AM,"F,S,U",Active,
Court Square,Queens,Court Square West,Jackson Avenue,Dead End,Temporary Limited Local Access,2020-05-02T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Astoria/Long Island City,Queens,Crescent Street,Queens Plaza North,Hoyt Avenue North,Protected Bike Lane,2020-05-14T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Fordham Heights,Bronx,Creston Avenue,Fordham Road,Kingsbridge Road,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Concourse,Bronx,Cromwell Avenue,McClellan Street,Jerome Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Fresh Air Fund,Bronx,Cromwell Avenue,McClellan Street,Jerome Avenue,Open Streets Play,2020-07-24T00:00:00.000,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,N/A,N/A,N/A,N/A,N/A,N/A,"M,T,W,R",inactive,
Crotona,Bronx,Crotona Parkway,Bronx Park South,East 180th Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Painter's Playground,Queens,Dieterle Crescent,Alderton Street,65th Drive,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Ralph DeMarco Park,Queens,Ditmars Boulevard,19th Street,Shore Boulevard,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Nino's AQ,Queens,Ditmars Boulevard,33rd Street,36th Street,Temporary Full Closure,2020-08-28T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,9:00PM,12:00PM,9:00PM,12:00PM,9:00PM,"F,S,U",Active,
Thai Community USA,Queens,Woodside Avenue,76th Street,78th Street,Temporary Full Closure,2020-07-17T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,10:00PM,12:00PM,10:00PM,12:00PM,10:00PM,"F,S,U",Active,
Hudson Square Business Improvement District,Manhattan,Dominick Street,Varick Street,Little 6th Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,ALL,Active,Y
Chinatown Business Improvement District,Manhattan,Doyers Street,Pell Street,Bowery,Temporary Limited Local Access,2020-05-23T00:00:00.000,10:00AM,7:00PM,10:00AM,7:00PM,10:00AM,7:00PM,10:00AM,7:00PM,10:00AM,7:00PM,10:00AM,7:00PM,10:00AM,7:00PM,ALL,Active,
Chinatown Business Improvement District,Manhattan,Doyers Street,Bowery,Pell Street,Temporary Full Closure,2020-07-03T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
North Brooklyn Open Streets Community Coalition,Brooklyn,Driggs Avenue,Monitor Street,Meeker Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Khe-Yo,Manhattan,Duane Street,Hudson Street,West Broadway,Temporary Full Closure,2020-09-11T00:00:00.000,11:00AM,10:00PM,11:00AM,10:00PM,11:00AM,10:00PM,11:00AM,10:00PM,11:00AM,10:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
Betsy Head Park,Brooklyn,Dumont Avenue,Thomas Boyland Street,Strauss Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Park Slope,Brooklyn,1st Street,Prospect Park West,8th Avenue,Temporary Limited Local Access,2020-06-01T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Tighe Triangle,Manhattan,Dyckman Street,Broadway,Seaman Avenue,Temporary Limited Local Access,2020-05-02T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Sushi Vida,Manhattan,Dyckman Street,Broadway,Seaman Avenue,Temporary Full Closure,2020-07-17T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
Long Island City,Queens,27th Street,Hunter Street,Queens Plaza South,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Uptown Grand Central,Manhattan,East 101st Street,3rd Avenue,Park Avenue,Temporary Limited Local Access,2020-07-03T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,4:00PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",Active,
Uptown Grand Central,Manhattan,East 101st Street,3rd Avenue,Park Avenue,Temporary Full Closure,2020-07-03T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
Concrete Safaris,Manhattan,East 115th Street,Park Avenue,3rd Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,2:00PM,5:30PM,2:00PM,5:30PM,2:00PM,5:30PM,2:00PM,5:30PM,2:00PM,5:30PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",Active,
Mott Haven,Bronx,East 140th Street,Brook Avenue,Willis Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Alliance for Kips Bay,Manhattan,2nd Avenue Service Road,East 33rd Street,East 30th Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Claremont,Bronx,East 169th Street,3rd Avenue,Webster Avenue,Temporary Limited Local Access,2020-07-24T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Homecrest,Brooklyn,East 16th Street,Avenue R,Moore Place,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Stuyvesant Sq Park,Manhattan,East 16th Street,3rd Avenue,Rutherford Place,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Gramercy Neighborhood Associates,Manhattan,East 18th Street,Park Avenue South,Irving Place,Temporary Full Closure,2020-07-31T00:00:00.000,3:00PM,12:00AM,3:00PM,12:00AM,3:00PM,12:00AM,3:00PM,12:00AM,3:00PM,12:00AM,10:00AM,12:00AM,10:00AM,12:00AM,ALL,Active,
Rezdora,Manhattan,East 20th Street,Park Avenue,Broadway,Temporary Full Closure,2020-07-17T00:00:00.000,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM,ALL,Active,
The Churchill,Manhattan,East 28th Street,Madison Avenue,Park Avenue,Temporary Full Closure,2020-08-28T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,Y
Carroll Gardens,Brooklyn,2nd Place,Smith Street,Henry Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Thai Community USA,Queens,37th Avenue,75th Street,80th Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:00AM,4:00PM,U,inactive,
East Flatbush,Brooklyn,East 32nd Street,Snyder Avenue,Church Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Hangawi Restaurant,Manhattan,East 32nd Street,5th Avenue,Madison Avenue,Temporary Full Closure,2020-07-17T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
Central Park,Manhattan,East 61st Street,York Avenue,5th Avenue,Protected Bike Lane,2020-06-25T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Central Park,Manhattan,East 62nd Street,5th Avenue,York Avenue,Protected Bike Lane,2020-06-25T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Overthrow Hospitality,Manhattan,East 7th Street,Avenue A,1st Avenue,Temporary Full Closure,2020-07-17T00:00:00.000,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,ALL,Active,
Sunnyside Shines,Queens,46th Street,Queens Boulevard,Greenpoint Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:00AM,6:00PM,10:00AM,6:00PM,"S,U",inactive,
Church of the Heavenly Rest,Manhattan,East 90th Street,5th Avenue,Madison Avenue,Temporary Full Closure,2020-07-24T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Carl Schurz Park,Manhattan,East End Avenue,East 83rd Street,East 89th Street,Temporary Limited Local Access,2020-05-02T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Forest Park,Queens,East Main Drive,Metropolitan Avenue,Overlook Parking Lot,Temporary Full Closure,2020-05-02T00:00:00.000,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,Active,
Jackie Robinson Park,Manhattan,Edgecombe Avenue,St. Nicholas Place,West 145th Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Peasant,Manhattan,Elizabeth Street,Spring Street,Prince Street,Temporary Full Closure,2020-08-14T00:00:00.000,4:30PM,11:00PM,4:30PM,11:00PM,4:30PM,11:00PM,4:30PM,11:00PM,4:30PM,11:00PM,11:00AM,11:00PM,11:00AM,11:00PM,"M,T,R,W,F,S,U",Active,
Bushwick,Brooklyn,Ellery Street,Broadway,Beaver Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Prospect Park,Brooklyn,Flatbush Avenue,Grand Army Plaza,Ocean Avenue,Protected Bike Lane,2020-05-14T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,Y
Captain Rivera Playground,Bronx,Forest Avenue,East 156th Street,Westchester Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
